postcode,city,state,state_code
10470,Pulau Pinang,Pulau Pinang,PNG
10500,Pulau Pinang,Pulau Pinang,PNG
10502,Pulau Pinang,Pulau Pinang,PNG
10503,Pulau Pinang,Pulau Pinang,PNG
10504,Pulau Pinang,Pulau Pinang,PNG
10505,Pulau Pinang,Pulau Pinang,PNG
10506,Pulau Pinang,Pulau Pinang,PNG
10508,Pulau Pinang,Pulau Pinang,PNG
10512,Pulau Pinang,Pulau Pinang,PNG
10514,Pulau Pinang,Pulau Pinang,PNG
10516,Pulau Pinang,Pulau Pinang,PNG
10518,Pulau Pinang,Pulau Pinang,PNG
10524,Pulau Pinang,Pulau Pinang,PNG
10534,Pulau Pinang,Pulau Pinang,PNG
10538,Pulau Pinang,Pulau Pinang,PNG
10540,Pulau Pinang,Pulau Pinang,PNG
10542,Pulau Pinang,Pulau Pinang,PNG
10546,Pulau Pinang,Pulau Pinang,PNG
10550,Pulau Pinang,Pulau Pinang,PNG
10551,Pulau Pinang,Pulau Pinang,PNG
10552,Pulau Pinang,Pulau Pinang,PNG
10558,Pulau Pinang,Pulau Pinang,PNG
10560,Pulau Pinang,Pulau Pinang,PNG
10564,Pulau Pinang,Pulau Pinang,PNG
10566,Pulau Pinang,Pulau Pinang,PNG
10570,Pulau Pinang,Pulau Pinang,PNG
10576,Pulau Pinang,Pulau Pinang,PNG
10578,Pulau Pinang,Pulau Pinang,PNG
10582,Pulau Pinang,Pulau Pinang,PNG
10590,Pulau Pinang,Pulau Pinang,PNG
10592,Pulau Pinang,Pulau Pinang,PNG
10593,Pulau Pinang,Pulau Pinang,PNG
10594,Pulau Pinang,Pulau Pinang,PNG
10596,Pulau Pinang,Pulau Pinang,PNG
10600,Pulau Pinang,Pulau Pinang,PNG
10604,Pulau Pinang,Pulau Pinang,PNG
10609,Pulau Pinang,Pulau Pinang,PNG
10610,Pulau Pinang,Pulau Pinang,PNG
10612,Pulau Pinang,Pulau Pinang,PNG
10620,Pulau Pinang,Pulau Pinang,PNG
10622,Pulau Pinang,Pulau Pinang,PNG
10626,Pulau Pinang,Pulau Pinang,PNG
10628,Pulau Pinang,Pulau Pinang,PNG
10634,Pulau Pinang,Pulau Pinang,PNG
10646,Pulau Pinang,Pulau Pinang,PNG
10648,Pulau Pinang,Pulau Pinang,PNG
10660,Pulau Pinang,Pulau Pinang,PNG
10661,Pulau Pinang,Pulau Pinang,PNG
10662,Pulau Pinang,Pulau Pinang,PNG
10670,Pulau Pinang,Pulau Pinang,PNG
10672,Pulau Pinang,Pulau Pinang,PNG
10673,Pulau Pinang,Pulau Pinang,PNG
10674,Pulau Pinang,Pulau Pinang,PNG
10676,Pulau Pinang,Pulau Pinang,PNG
10690,Pulau Pinang,Pulau Pinang,PNG
10710,Pulau Pinang,Pulau Pinang,PNG
10720,Pulau Pinang,Pulau Pinang,PNG
10730,Pulau Pinang,Pulau Pinang,PNG
10740,Pulau Pinang,Pulau Pinang,PNG
10750,Pulau Pinang,Pulau Pinang,PNG
10760,Pulau Pinang,Pulau Pinang,PNG
10770,Pulau Pinang,Pulau Pinang,PNG
10780,Pulau Pinang,Pulau Pinang,PNG
10790,Pulau Pinang,Pulau Pinang,PNG
10800,Pulau Pinang,Pulau Pinang,PNG
10810,Pulau Pinang,Pulau Pinang,PNG
10820,Pulau Pinang,Pulau Pinang,PNG
10830,Pulau Pinang,Pulau Pinang,PNG
10840,Pulau Pinang,Pulau Pinang,PNG
10850,Pulau Pinang,Pulau Pinang,PNG
10910,Pulau Pinang,Pulau Pinang,PNG
10920,Pulau Pinang,Pulau Pinang,PNG
10990,Pulau Pinang,Pulau Pinang,PNG
11050,Pulau Pinang,Pulau Pinang,PNG
11060,Pulau Pinang,Pulau Pinang,PNG
11400,Pulau Pinang,Pulau Pinang,PNG
11409,Pulau Pinang,Pulau Pinang,PNG
14100,Simpang Ampat,Pulau Pinang,PNG
14101,Simpang Ampat,Pulau Pinang,PNG
14110,Simpang Ampat,Pulau Pinang,PNG
14120,Simpang Ampat,Pulau Pinang,PNG
14200,Sungai Jawi,Pulau Pinang,PNG
11200,Tanjong Bungah,Pulau Pinang,PNG
13300,Tasek Gelugor,Pulau Pinang,PNG
13310,Tasek Gelugor,Pulau Pinang,PNG
11800,Usm Pulau Pinang,Pulau Pinang,PNG
