postcode,city,state,state_code
71007,Port Dickson,Negeri Sembilan,NSN
71009,Port Dickson,Negeri Sembilan,NSN
71010,Port Dickson,Negeri Sembilan,NSN
71960,Port Dickson,Negeri Sembilan,NSN
71999,Port Dickson,Negeri Sembilan,NSN
73430,Pusat Bandar Palong,Negeri Sembilan,NSN
73440,Pusat Bandar Palong,Negeri Sembilan,NSN
73450,Pusat Bandar Palong,Negeri Sembilan,NSN
73460,Pusat Bandar Palong,Negeri Sembilan,NSN
73470,Pusat Bandar Palong,Negeri Sembilan,NSN
71100,Rantau,Negeri Sembilan,NSN
71109,Rantau,Negeri Sembilan,NSN
71200,Rantau,Negeri Sembilan,NSN
71209,Rantau,Negeri Sembilan,NSN
71300,Rembau,Negeri Sembilan,NSN
71309,Rembau,Negeri Sembilan,NSN
71400,Rembau,Negeri Sembilan,NSN
71409,Rembau,Negeri Sembilan,NSN
73500,Rompin,Negeri Sembilan,NSN
73507,Rompin,Negeri Sembilan,NSN
73509,Rompin,Negeri Sembilan,NSN
70000,Seremban,Negeri Sembilan,NSN
70100,Seremban,Negeri Sembilan,NSN
70200,Seremban,Negeri Sembilan,NSN
70300,Seremban,Negeri Sembilan,NSN
70400,Seremban,Negeri Sembilan,NSN
70450,Seremban,Negeri Sembilan,NSN
70500,Seremban,Negeri Sembilan,NSN
70502,Seremban,Negeri Sembilan,NSN
70503,Seremban,Negeri Sembilan,NSN
70504,Seremban,Negeri Sembilan,NSN
70505,Seremban,Negeri Sembilan,NSN
70506,Seremban,Negeri Sembilan,NSN
70508,Seremban,Negeri Sembilan,NSN
70512,Seremban,Negeri Sembilan,NSN
70516,Seremban,Negeri Sembilan,NSN
70517,Seremban,Negeri Sembilan,NSN
70518,Seremban,Negeri Sembilan,NSN
70532,Seremban,Negeri Sembilan,NSN
70534,Seremban,Negeri Sembilan,NSN
70536,Seremban,Negeri Sembilan,NSN
70540,Seremban,Negeri Sembilan,NSN
70546,Seremban,Negeri Sembilan,NSN
70548,Seremban,Negeri Sembilan,NSN
70550,Seremban,Negeri Sembilan,NSN
70551,Seremban,Negeri Sembilan,NSN
70558,Seremban,Negeri Sembilan,NSN
70560,Seremban,Negeri Sembilan,NSN
70564,Seremban,Negeri Sembilan,NSN
70570,Seremban,Negeri Sembilan,NSN
70572,Seremban,Negeri Sembilan,NSN
70576,Seremban,Negeri Sembilan,NSN
70578,Seremban,Negeri Sembilan,NSN
70582,Seremban,Negeri Sembilan,NSN
70586,Seremban,Negeri Sembilan,NSN
70590,Seremban,Negeri Sembilan,NSN
70592,Seremban,Negeri Sembilan,NSN
70594,Seremban,Negeri Sembilan,NSN
70596,Seremban,Negeri Sembilan,NSN
70600,Seremban,Negeri Sembilan,NSN
70604,Seremban,Negeri Sembilan,NSN
70606,Seremban,Negeri Sembilan,NSN
70608,Seremban,Negeri Sembilan,NSN
70609,Seremban,Negeri Sembilan,NSN
70610,Seremban,Negeri Sembilan,NSN
70620,Seremban,Negeri Sembilan,NSN
70626,Seremban,Negeri Sembilan,NSN
70628,Seremban,Negeri Sembilan,NSN
70632,Seremban,Negeri Sembilan,NSN
70634,Seremban,Negeri Sembilan,NSN
70644,Seremban,Negeri Sembilan,NSN
70646,Seremban,Negeri Sembilan,NSN
70648,Seremban,Negeri Sembilan,NSN
70658,Seremban,Negeri Sembilan,NSN
70664,Seremban,Negeri Sembilan,NSN
70670,Seremban,Negeri Sembilan,NSN
70672,Seremban,Negeri Sembilan,NSN
70673,Seremban,Negeri Sembilan,NSN
70674,Seremban,Negeri Sembilan,NSN
70676,Seremban,Negeri Sembilan,NSN
70690,Seremban,Negeri Sembilan,NSN
70700,Seremban,Negeri Sembilan,NSN
70710,Seremban,Negeri Sembilan,NSN
70720,Seremban,Negeri Sembilan,NSN
70730,Seremban,Negeri Sembilan,NSN
70740,Seremban,Negeri Sembilan,NSN
70750,Seremban,Negeri Sembilan,NSN
70990,Seremban,Negeri Sembilan,NSN
71450,Seremban,Negeri Sembilan,NSN
71459,Seremban,Negeri Sembilan,NSN
71770,Seremban,Negeri Sembilan,NSN
71950,Seremban,Negeri Sembilan,NSN
71050,Si Rusa,Negeri Sembilan,NSN
71059,Si Rusa,Negeri Sembilan,NSN
71250,Si Rusa,Negeri Sembilan,NSN
71259,Si Rusa,Negeri Sembilan,NSN
72400,Simpang Durian,Negeri Sembilan,NSN
72409,Simpang Durian,Negeri Sembilan,NSN
72300,Simpang Pertang,Negeri Sembilan,NSN
72307,Simpang Pertang,Negeri Sembilan,NSN
72309,Simpang Pertang,Negeri Sembilan,NSN
73000,Tampin,Negeri Sembilan,NSN
73007,Tampin,Negeri Sembilan,NSN
73009,Tampin,Negeri Sembilan,NSN
71500,Tanjong Ipoh,Negeri Sembilan,NSN
71509,Tanjong Ipoh,Negeri Sembilan,NSN
71550,Tanjong Ipoh,Negeri Sembilan,NSN
71559,Tanjong Ipoh,Negeri Sembilan,NSN
