postcode,city,state,state_code
20670,Kuala Terengganu,Terengganu,TRG
20672,Kuala Terengganu,Terengganu,TRG
20673,Kuala Terengganu,Terengganu,TRG
20674,Kuala Terengganu,Terengganu,TRG
20676,Kuala Terengganu,Terengganu,TRG
20680,Kuala Terengganu,Terengganu,TRG
20690,Kuala Terengganu,Terengganu,TRG
20698,Kuala Terengganu,Terengganu,TRG
20700,Kuala Terengganu,Terengganu,TRG
20710,Kuala Terengganu,Terengganu,TRG
20720,Kuala Terengganu,Terengganu,TRG
20900,Kuala Terengganu,Terengganu,TRG
20902,Kuala Terengganu,Terengganu,TRG
20904,Kuala Terengganu,Terengganu,TRG
20906,Kuala Terengganu,Terengganu,TRG
20908,Kuala Terengganu,Terengganu,TRG
20910,Kuala Terengganu,Terengganu,TRG
20912,Kuala Terengganu,Terengganu,TRG
20914,Kuala Terengganu,Terengganu,TRG
20916,Kuala Terengganu,Terengganu,TRG
20918,Kuala Terengganu,Terengganu,TRG
20920,Kuala Terengganu,Terengganu,TRG
20922,Kuala Terengganu,Terengganu,TRG
20924,Kuala Terengganu,Terengganu,TRG
20926,Kuala Terengganu,Terengganu,TRG
20928,Kuala Terengganu,Terengganu,TRG
20930,Kuala Terengganu,Terengganu,TRG
20990,Kuala Terengganu,Terengganu,TRG
20999,Kuala Terengganu,Terengganu,TRG
21000,Kuala Terengganu,Terengganu,TRG
21009,Kuala Terengganu,Terengganu,TRG
21010,Kuala Terengganu,Terengganu,TRG
21020,Kuala Terengganu,Terengganu,TRG
21030,Kuala Terengganu,Terengganu,TRG
21040,Kuala Terengganu,Terengganu,TRG
21050,Kuala Terengganu,Terengganu,TRG
21060,Kuala Terengganu,Terengganu,TRG
21070,Kuala Terengganu,Terengganu,TRG
21080,Kuala Terengganu,Terengganu,TRG
21090,Kuala Terengganu,Terengganu,TRG
21100,Kuala Terengganu,Terengganu,TRG
21109,Kuala Terengganu,Terengganu,TRG
21200,Kuala Terengganu,Terengganu,TRG
21209,Kuala Terengganu,Terengganu,TRG
21210,Kuala Terengganu,Terengganu,TRG
21220,Kuala Terengganu,Terengganu,TRG
21300,Kuala Terengganu,Terengganu,TRG
21309,Kuala Terengganu,Terengganu,TRG
21600,Marang,Terengganu,TRG
21610,Marang,Terengganu,TRG
23100,Paka,Terengganu,TRG
22100,Permaisuri,Terengganu,TRG
22107,Permaisuri,Terengganu,TRG
22109,Permaisuri,Terengganu,TRG
22110,Permaisuri,Terengganu,TRG
22120,Permaisuri,Terengganu,TRG
21500,Sungai Tong,Terengganu,TRG
