postcode,city,state,state_code
07000,Langkawi,Kedah,KDH
07007,Langkawi,Kedah,KDH
07009,Langkawi,Kedah,KDH
07100,Langkawi,Kedah,KDH
09600,Lunas,Kedah,KDH
08400,Merbok,Kedah,KDH
08407,Merbok,Kedah,KDH
08409,Merbok,Kedah,KDH
09400,Padang Serai,Kedah,KDH
09410,Padang Serai,Kedah,KDH
06700,Pendang,Kedah,KDH
06707,Pendang,Kedah,KDH
06709,Pendang,Kedah,KDH
06710,Pendang,Kedah,KDH
06720,Pendang,Kedah,KDH
06750,Pendang,Kedah,KDH
06760,Pendang,Kedah,KDH
06350,Pokok Sena,Kedah,KDH
06400,Pokok Sena,Kedah,KDH
09800,Serdang,Kedah,KDH
09810,Serdang,Kedah,KDH
08200,Sik,Kedah,KDH
08210,Sik,Kedah,KDH
08340,Sik,Kedah,KDH
06650,Simpang Empat,Kedah,KDH
06680,Simpang Empat,Kedah,KDH
08000,Sungai Petani,Kedah,KDH
08007,Sungai Petani,Kedah,KDH
08009,Sungai Petani,Kedah,KDH
08010,Sungai Petani,Kedah,KDH
08600,Sungai Petani,Kedah,KDH
06900,Yan,Kedah,KDH
06910,Yan,Kedah,KDH
